domain,problem,heuristics,strategy,solved,time,timeout,plan_length,expansions,memory_kb
zenotravel,task18,"landmark,lmcut",max,False,300,True,,,
zenotravel,task19,"landmark,lmcut",max,False,300,True,,,
zenotravel,task20,"landmark,lmcut",max,False,300,True,,,
parcprinter,task01,"hff,hadd",max,True,0.21674704551696777,False,8,9,
parcprinter,task02,"hff,hadd",max,True,0.19608664512634277,False,15,16,
parcprinter,task03,"hff,hadd",max,True,0.21127986907958984,False,22,23,
parcprinter,task04,"hff,hadd",max,True,0.21641111373901367,False,29,30,
parcprinter,task05,"hff,hadd",max,True,0.2852487564086914,False,36,37,
parcprinter,task06,"hff,hadd",max,True,0.36945009231567383,False,43,44,
parcprinter,task07,"hff,hadd",max,True,0.5077698230743408,False,50,51,
parcprinter,task08,"hff,hadd",max,True,0.6698589324951172,False,57,58,
parcprinter,task09,"hff,hadd",max,True,0.9158074855804443,False,64,65,
parcprinter,task10,"hff,hadd",max,True,1.232194185256958,False,71,72,
parcprinter,task11,"hff,hadd",max,True,0.24932861328125,False,9,10,
parcprinter,task12,"hff,hadd",max,True,0.2553980350494385,False,17,18,
parcprinter,task13,"hff,hadd",max,True,0.4189467430114746,False,25,26,
parcprinter,task14,"hff,hadd",max,True,0.42319822311401367,False,33,34,
parcprinter,task15,"hff,hadd",max,True,0.6872754096984863,False,49,83,
parcprinter,task16,"hff,hadd",max,True,0.8954000473022461,False,49,50,
parcprinter,task17,"hff,hadd",max,True,1.7501370906829834,False,57,58,
parcprinter,task18,"hff,hadd",max,True,2.5378472805023193,False,65,67,
parcprinter,task19,"hff,hadd",max,True,5.290961742401123,False,89,326,
parcprinter,task20,"hff,hadd",max,True,5.562427520751953,False,89,148,
parcprinter,task21,"hff,hadd",max,True,0.21091055870056152,False,8,9,
parcprinter,task22,"hff,hadd",max,True,0.19527053833007812,False,15,16,
parcprinter,task23,"hff,hadd",max,True,0.22178316116333008,False,22,23,
parcprinter,task24,"hff,hadd",max,True,0.3076047897338867,False,29,30,
parcprinter,task25,"hff,hadd",max,True,1.0051343441009521,False,40,191,
parcprinter,task26,"hff,hadd",max,True,0.7159087657928467,False,43,44,
parcprinter,task27,"hff,hadd",max,True,1.0491790771484375,False,50,51,
parcprinter,task28,"hff,hadd",max,True,1.73183012008667,False,57,58,
parcprinter,task29,"hff,hadd",max,True,10.567268133163452,False,72,620,
parcprinter,task30,"hff,hadd",max,True,3.6039767265319824,False,75,104,
parcprinter,task01,"hmax,lmcut",max,True,0.18142342567443848,False,8,9,
parcprinter,task02,"hmax,lmcut",max,True,0.19218969345092773,False,15,16,
parcprinter,task03,"hmax,lmcut",max,True,0.27393341064453125,False,22,23,
parcprinter,task04,"hmax,lmcut",max,True,0.6360692977905273,False,29,30,
parcprinter,task05,"hmax,lmcut",max,True,1.2965779304504395,False,36,44,
parcprinter,task06,"hmax,lmcut",max,True,2.540196418762207,False,43,47,
parcprinter,task07,"hmax,lmcut",max,True,5.295933723449707,False,50,58,
parcprinter,task08,"hmax,lmcut",max,True,6.454589128494263,False,57,63,
parcprinter,task09,"hmax,lmcut",max,True,10.124495029449463,False,64,70,
parcprinter,task10,"hmax,lmcut",max,True,18.191677570343018,False,71,97,
parcprinter,task11,"hmax,lmcut",max,True,0.1825389862060547,False,9,10,
parcprinter,task12,"hmax,lmcut",max,True,0.28261828422546387,False,17,18,
parcprinter,task13,"hmax,lmcut",max,True,0.8169794082641602,False,25,28,
parcprinter,task14,"hmax,lmcut",max,True,2.0689847469329834,False,33,34,
parcprinter,task15,"hmax,lmcut",max,True,4.954833030700684,False,49,76,
parcprinter,task16,"hmax,lmcut",max,True,8.20430064201355,False,49,53,
parcprinter,task17,"hmax,lmcut",max,True,16.421448230743408,False,57,59,
parcprinter,task18,"hmax,lmcut",max,True,27.81249213218689,False,65,70,
parcprinter,task19,"hmax,lmcut",max,True,47.828036308288574,False,89,125,
parcprinter,task20,"hmax,lmcut",max,True,69.05498456954956,False,89,111,
